,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,passive,direction,Labels,Classification_US_l,Classification_US_nl,Classification_S_l,Classification_S_nl
418,0.5505977407697136,25.04635706731224,19.074705733133797,2.5558062668653707,61.07536092722315,1.1243308831995773,8.189557889307073,2.807678645853006,6.605509706771695,0.0,0.0,1.7559067769683103,1.5319753814959531,5.111612533730741,5.008014916295872,3.9067843368085646,4.660055496010665,0.0,14.981688153645903,0.0,11.940932731285159,17.658617826565784,21.318271402630263,9.637410994442178,0.0,18.447212584891535,0.0,25.171082887084296,0.5978331191142426,0.0,0,0.0,0,0,0,0,0
202,6.408622120960278,60.24579723929534,31.04987271050319,0.0,34.38313727205411,0.0,0.8003803291734797,7.105410013875865,10.01946962739412,8.463155815984331,0.0,0.0,0.0,1.1243308831995773,5.956503517519081,0.0,0.0,0.0,8.415920437639803,0.0,0.011370674595091279,1.1243308831995773,36.365153079021006,2.078595871202101,8.495881560358752,0.2338457815479924,5.956503517519081,8.327201369594116,0.0,0.0,0,90.0,90,90,90,90,180_passive
681,0.0,11.060633193346431,2.482023193105832,0.011370674595091279,34.92299398068638,0.0,0.08459501519793632,0.024575613157207795,6.402490157221057,0.003977251063565738,0.0,0.9695703595693524,0.08459501519793632,6.408622120960278,0.0,2.5558062668653707,0.0,0.0,6.4154996723234285,6.507101258288793,3.1569673598539936,3.8921030566782364,12.493515897547967,6.082908351094592,0.6864053853757447,9.509968119973088,12.572775404163018,8.649766219187796,9.97701319899036,13.423935353935674,1,180.0,180_passive,180_passive,180_passive,180_passive,180_passive
316,0.0,7.523332838086534,13.294203981709947,2.55789605744924,48.862623097553836,0.3655542480711614,0.0,0.3655542480711614,2.007298316679526,0.8003803291734797,0.0,16.186415317651935,0.1437754440262596,0.04723537834452921,8.877864032455612,10.381301639927885,9.012499778383855,0.0,14.747187010968053,0.0,0.0,4.558614483893841,27.11617646179685,17.00890897932798,0.25842139470520015,17.473243341610033,0.0,13.334765028916905,4.3531092345553075,0.0,0,0.0,0,0,0,0,0
267,0.047235378344529205,24.1838244539066,20.11962165739719,5.008014916295872,26.311744791525314,0.0,0.0,1.6749286239692909,4.020509681471279,2.5558062668653707,0.0,7.209002450133759,10.338541859428991,0.0,3.156967359853994,0.0,11.959162718622524,0.0,0.028552864220773532,0.08459501519793632,4.281298243053571,7.563821183161244,18.85291361299745,2.6030416452099003,13.643865139613311,3.7980345745183786,6.254737462131232,5.850751407070809,2.007298316679526,0.0,0,90.0,90,90,90_passive,90,90_passive
765,2.5558062668653707,0.36567617509045797,7.466801049988235,1.1243308831995773,15.714853772152907,0.0,0.0,6.769848722184949,11.683802201278317,2.664976895220515,0.0,10.338541859428991,7.571806399721576,0.0,5.151790360322132,8.585697129490894,6.322057765590242,0.0,3.444518247906513,0.0,0.0,10.971726704505175,6.951887672946288,8.397586638202046,2.580381880022579,4.31765017884575,2.054533695024056,0.2378230326115581,16.93094512507966,4.414839039867581,1,0.0,0_passive,0_passive,0_passive,270_passive,0_passive
934,2.5558062668653707,9.543843242698344,14.05260887555187,0.0,33.866003675270946,0.0,0.8003803291734798,6.788136974645691,0.003977251063565738,0.14775269508982536,0.0,16.352540689032466,2.007298316679526,0.0,0.08459501519793632,2.6523290136319644,0.5505977407697136,6.343309728392735,11.18237759533068,0.0,1.3695473393426607,3.194976273896586,5.541920221550502,3.1799714181874417,0.5751733539269213,0.0,0.0,7.671201371990809,6.4885832436792255,2.007298316679526,1,0.0,0_passive,0_passive,0_passive,90_passive,90_passive
295,4.414839039867581,47.48224562603889,44.39066262520324,0.0,47.76716408002358,0.0,13.346942537444981,13.874357912021734,0.13580764460603123,2.018668991274618,0.0,0.0,15.727596631208442,8.27912769956104,5.008014916295873,0.0,24.815961903618785,0.8003803291734798,4.555253959938313,2.241144098227519,16.496829044139833,11.488814127843959,18.54420795616961,9.616802110222366,26.561999858603652,4.074214787975807,0.7431754736454135,14.753826212235046,0.0,0.0,0,180.0,180,180,180,90,180
740,5.53231061032488,34.46980439010817,13.35122639246885,1.76184391198038,14.443209395910719,0.0,1.5279981304323875,0.04915122631441559,0.5505977407697136,1.3695473393426607,0.0,0.0,5.16426567653352,0.0,0.5505977407697136,6.513153955892844,7.015313232975398,0.0,10.774669689840644,1.6007606583469594,0.0,7.13309280353426,4.663604581375057,9.523167375364432,3.707565100623708,7.963801834198608,14.327913300544026,1.196141874701314,0.5505977407697136,7.0551177913047125,1,90.0,90_passive,90_passive,90_passive,90_passive,90_passive
979,1.1243308831995773,13.828179981415127,27.030449958228445,0.0,19.385438113526526,0.0,3.5684810024728395,0.5505977407697136,2.3072678193387746,10.322676946651546,0.0,2.5558062668653707,2.5558062668653707,2.0072983166795266,2.0072983166795266,8.472464628294082,0.0,11.947792044027436,13.96615073827734,0.8003803291734798,0.08459501519793632,4.444847404640538,6.426114607610672,6.161989937748306,1.6749286239692909,7.37906834533081,0.0,5.956503517519079,0.0,2.5558062668653707,1,90.0,90_passive,0_passive,90_passive,90_passive,90_passive
703,0.011370674595091279,27.69008421000113,20.654424971920907,4.414839039867581,16.196088040950986,5.008014916295873,3.5865090765200094,0.6147479552778108,6.301972840475762,0.0,6.342470166788658,0.015347925658657016,2.5558062668653707,13.973084891630696,0.3655542480711614,5.314662030355675,12.295835994848249,0.0,4.965436780637295,4.439414653024788,11.791025323519678,1.1243308831995773,17.866339834012454,5.560863474545652,0.015347925658657016,1.1243308831995773,11.940932731285159,5.509650103790029,8.768159414435653,4.414839039867581,1,270.0,270_passive,180_passive,180_passive,270_passive,270_passive
75,0.0,21.857530252262602,22.577931718808443,0.0,43.180970998624325,0.08459501519793632,11.093587611246656,0.024575613157207795,13.300897812432844,0.003977251063565738,0.0,4.414839039867581,1.5525737435895952,4.414839039867581,11.378036152661137,0.0,7.484501647951467,0.0,21.18510815547159,10.560840268954726,0.0,5.818537829760021,28.180661907568577,25.232738456943167,14.372188902315918,0.003977251063565738,0.0,6.328649420769537,13.959601722559773,0.5207003666925122,0,270.0,270,270,270,270,270
27,6.4885832436792255,30.468079573270135,24.607301436246605,0.047235378344529205,45.98968307411763,0.0,13.32851300566476,0.071810991501737,20.725502332701534,0.0,6.254737462131232,22.249366631587424,0.003977251063565738,0.0,0.8003803291734798,16.180638930872618,2.814227661570571,10.801977132898687,26.518907035945162,0.0,7.144903755955203,6.107483964251801,27.596289875936296,8.08811687719025,0.0,11.271749640785321,0.0,5.590382552475254,4.558614483893841,0.5545749918332793,0,0.0,0,0,0,0,0
315,5.956503517519081,46.456624021515275,18.82424973600483,0.0,36.458120375599584,0.0,3.1609446109175594,16.71381272417532,4.264922159262288,9.240672866370799,0.0,0.0,0.0,0.3655542480711615,5.53231061032488,0.0,6.254737462131232,0.0,3.786663899923287,0.0,5.53231061032488,0.0,11.644698788995534,0.0,4.499434055065518,1.3509780699431932,5.241860697843864,7.961195864549873,2.921360514936532,0.23384578154799238,0,90.0,90,90,90,0_passive,90
971,0.0,15.612911333764023,14.603074061688515,5.712773626719365,21.79802254472813,0.0,0.5505977407697136,0.0,0.8043575802370454,0.16835105718346743,6.254737462131232,20.434385218997942,0.0,0.0,4.68496549028638,2.567176941460462,2.321492054532032,0.0,2.921482441955829,0.0,9.565589480814271,7.3626855113807395,1.3663259956018503,22.333312064733537,3.153639385979613,12.509474924262465,0.0,15.727596631208444,0.9162739158601713,0.8003803291734798,1,270.0,270_passive,270_passive,270_passive,270_passive,270_passive
31,0.0,12.926593632240037,24.300298423864422,4.414839039867581,23.327105831407735,0.0,9.975702514413234,0.0,11.79390738519839,0.8003803291734797,0.0,27.522779005445244,3.1569673598539936,4.778177582093731,0.0,6.497900047566611,10.467828754683216,0.0,27.350366075420098,2.328378459605867,0.0,0.14377544402625964,16.081958140952995,12.362221426383035,1.8935523785035488,6.594342545776293,0.0,8.507575677961968,3.3712778115851454,12.90183925711849,0,0.0,0,0_passive,0,0,0
