,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,passive,direction,Labels,Classification_US_l,Classification_US_nl,Classification_S_l,Classification_S_nl
15,0.377621225574252,0.0,0.0,0.0,0.0,0.0,20.077687930323727,44.605365972631745,17.217481762479178,3.156967359853994,19.182011065233695,36.876754760003685,69.20362510744191,22.200694533014893,21.015673433712355,26.239971253739572,54.4810303737189,7.37906834533081,11.776422090196789,11.538547262679932,21.31571918864348,4.462074418212111,0.3655542480711615,3.6312621369049416,10.60237471983469,21.274772746728477,32.155361725659894,19.09251455566197,20.522080570387597,3.5225216079251553,0.0,0.3655542480711614,0.5505977407697136,45.42886350608173,27.388706079416338,6.538352879550747,0.0,0.811751003768571,0.23384578154799238,4.004583067372002,36.85021159191408,16.871463998442284,9.957018198318638,6.651869236931261,2.007298316679526,0.0,12.13073602289842,0.9441557731997393,0.0,4.648684821415573,4.425073687079831,39.26589050032068,0.0,0.0,0.08459501519793632,0.0,0.0,0.0,51.1010879487325,0.0,17.363022427027627,0.14377544402625964,0.0,5.611802527730145,0.0,0.3655542480711614,0.5505977407697136,0.0,11.966112574427576,0.0,0.0,1.5279981304323875,0.509329692097421,21.848641451966326,0.0,0.0,0.0,0.0,21.213526978343143,0.0,0.0,20.75503136609531,4.843098518961226,0,0.0,0,315,315,0,0
90,10.819931836259999,0.0,0.0,0.0,0.0,0.0,11.913007035038161,18.569140502353704,17.255594761640833,3.4034219743833796,42.737240406344625,14.636492399428255,64.15914971654767,16.215816733362693,6.054685729088571,15.67857855802739,22.328518191092076,0.0,0.0,3.300742803880253,8.47763949928753,5.008014916295873,0.23782303261155813,12.241066537136627,24.78787767630978,8.201502939790869,6.6469608952948915,19.60244689113055,8.295245297325812,2.163190886400037,0.0,0.0,2.054533695024056,33.76853697899106,0.0,4.281298243053571,0.0,0.0,4.414839039867581,0.0,26.41806769649381,18.310521605036016,22.622545366993876,15.379117550433362,0.3655542480711614,5.53231061032488,13.373312973766021,5.2379607182312435,0.2338457815479924,0.024575613157207795,0.0,52.41709364305793,0.0,0.0,0.3655542480711614,1.5279981304323875,0.0,0.0,37.46736165612581,0.0245756131572078,15.401603373006699,4.414839039867581,0.0,6.71609936739872,11.493173522296845,0.0,0.04723537834452921,0.0,6.027807998150806,0.0,0.0,0.0,2.921360514936532,6.680558751252307,8.201502939790869,0.0,2.5558062668653707,0.22837045922419594,5.626781367013938,0.0,0.0,51.34733275088623,10.628897792882254,0,45.0,45,45,45,45,45
329,24.160753014135878,1.1243308831995773,0.0,0.0,0.0,0.2338457815479924,32.40276469350031,33.40614972115241,0.0,16.236384553600583,50.89982747829722,22.04307982036613,39.974081157009174,13.729197655498224,16.589425866380378,27.903351262768155,6.100278961545339,5.956503517519081,44.493325169557544,7.87456599869638,0.45014926326909777,6.301972840475762,29.27547443416202,15.572200201096372,64.80753847634342,5.956503517519081,14.689227434710148,20.294501069711764,11.918878465998576,4.928658831616058,0.8849753443714161,0.0,18.321629155998437,54.14567089104029,23.43297108196681,38.295606210124326,0.0,15.219165849956882,6.949110646927206,20.723550764034766,26.405987046922068,41.70802881440757,35.85194638239872,28.52308132325862,3.594009628650408,0.011370674595091279,6.774176369031438,0.0,0.0,21.897066880231705,21.689781682956976,61.48804678873619,0.0,0.0,5.956503517519079,0.0,5.956503517519081,0.8003803291734797,14.496738998150526,0.0,0.1437754440262596,0.0,1.5279981304323875,0.0,7.697607919885438,0.0,11.940932731285157,0.0,12.509474924262465,0.0,0.0,5.7661563918728715,1.2505295924425774,23.03470214047817,7.055117791304711,0.0,0.0,0.0,8.238112335876075,0.0,0.0,8.689277970178873,12.046202066904698,1,0.0,0_passive,0_passive,0_passive,0_passive,0_passive
188,0.0,0.0,0.0,0.0,0.0,0.0,6.266108136726324,47.62176739341783,9.431911674119004,3.786663899923287,10.885588097303655,5.6874567289462306,30.709888422448586,33.97033906749742,0.7884207733812717,23.692260788826417,19.69681333811008,2.0072983166795266,16.737534138430103,8.525308840906414,24.49990597387883,12.550846063295372,5.496300528933584,12.853365750492493,36.925631994756735,6.943631259777281,40.26149912166757,17.87519891565577,15.88350145158582,6.829910816058155,0.0,0.0,0.0,38.55497386945958,0.0,6.4279472976825,0.0,0.003977251063565738,19.10738271448278,3.786663899923287,28.95261974426175,3.786663899923287,5.008014916295873,6.828188327324285,18.298093593925376,0.0,6.254737462131232,0.011370674595091279,0.0,15.641032275838405,0.6937988089072703,7.532126158288082,0.0,0.0,0.0,0.28755088805251927,0.24919370720664938,0.0,15.17636314259787,0.0,3.8960303581234474,0.0,0.0,4.414839039867581,33.96893623748947,0.0,0.0,0.0,1.35817666474757,0.0,0.0,0.0,0.0,4.792460265441833,0.0,0.0,0.0,0.0,12.988138392909013,0.0,0.0,24.145423681283926,13.195040748034131,0,270.0,270,315,315,270,270
472,0.0,9.422853956163456,0.0,4.965436780637295,0.0,10.816410161765226,16.677292060534317,37.10183060393259,1.5279981304323875,7.583177074316666,53.13658581895253,43.12110462111385,37.34795213372622,27.37081672217306,14.163877888270363,19.97650553852411,7.060308740757267,0.0,45.557910429924256,10.698050272188508,18.082553448379752,0.0,49.47605659439631,25.368856643955578,48.286282570373864,0.0,10.558859698072338,24.484395639261777,0.0,0.047235378344529205,6.408622120960278,0.0,9.436280435142434,40.88844840374698,12.66335958309151,37.3147071340006,0.0,4.414839039867581,0.3655542480711615,0.0,4.020509681471279,53.2903093311669,19.90473456548376,11.459844285892133,1.7357978903218216,0.0,1.2345927855868035,0.9161519888408748,0.0,46.08478216007908,14.799091823463186,39.92922629040996,0.0,0.0,10.964518433814954,0.003977251063565738,0.0,4.414839039867581,42.93765570220861,0.0,5.1083787720183835,0.0,0.0,0.047235378344529205,16.25854166907136,0.0,6.279313075288441,0.0,0.08459501519793632,0.0,0.0,5.53231061032488,0.916151988840875,30.57150927668374,0.0,0.23384578154799238,6.254737462131232,0.4501492632690977,25.590186881395383,0.0,0.0,18.787271900689195,31.05232481416706,1,315.0,315_passive,315_passive,315_passive,315_passive,315_passive
308,3.786663899923287,0.07181099150173702,0.0,0.0,0.03594628775229908,4.414839039867581,7.20412622284162,20.273490821601545,0.0,4.660055496010664,18.034919448348784,42.17288449477896,56.72728394722495,33.467280605368046,27.244693596439976,14.307038682634692,13.998749051081994,0.0,16.435732893871684,12.66335958309151,21.11703070835292,8.340726756864859,0.2338457815479924,13.031677298429045,47.007861680436946,8.819254429376368,19.545571334581233,24.277087719758768,4.083804397297758,4.425073687079831,0.0,1.1243308831995773,22.679389415683257,49.15380709295817,10.680947176593905,26.543876828601565,0.0,0.0,2.328378459605867,0.0,18.205078719488174,20.53010791462922,29.21506233085127,5.410720291062906,3.300742803880253,0.0,15.812141025521996,13.256334758656628,0.0,6.0151095704587005,0.0,99.186463402759,0.0,0.0,0.0,0.0,5.53231061032488,1.5279981304323875,25.88682753193774,0.0,0.0,0.0,0.0,5.712773626719366,24.0005037652729,1.1243308831995773,22.679389415683257,0.0,0.3655542480711614,0.0,0.0,0.0,5.7661563918728715,1.1243308831995773,4.414839039867581,6.254737462131232,0.0,2.5558062668653707,2.6995817108916302,2.5558062668653707,0.0,8.329356082269769,0.46151993786418904,1,90.0,90_passive,90_passive,90_passive,90_passive,90_passive
186,0.0,0.0,0.0,0.0,0.0,0.0,14.91835566949783,23.704310475753385,1.4898851312707386,0.051212629408094935,24.795454134865775,22.188117517307763,24.904167614882496,18.88239142390487,6.507101258288795,28.153961241284165,8.527534992712413,0.011370674595091279,38.01318642122382,24.350177533933095,39.566803141371146,3.786663899923287,40.521633762881955,33.893565625190114,36.58436085009965,6.569005378723516,15.713884934887732,16.977530900030164,6.774176369031437,6.344061614093451,0.003977251063565738,0.0,0.0,53.01974379475544,10.770769671835202,20.55468352778643,0.0,0.003977251063565738,6.440433125052309,0.3655542480711614,51.74343722721585,7.03684335158463,1.5279981304323875,26.482777701090935,7.571806399721576,5.956503517519081,1.022266554929264,0.23782303261155813,0.0,7.682644770896466,16.959661092369025,18.088067246520897,0.0,6.258714713194799,2.007298316679526,0.011370674595091279,6.408622120960278,0.0,8.847922877586976,0.0,6.682439230574011,0.0,0.0,2.789652048413363,49.224226645905766,0.3655542480711614,0.0,0.0,3.1569673598539936,1.1243308831995773,0.0,17.12941066397551,15.573711972379398,16.56081040070443,4.524009668222725,0.0,2.290265460444218,0.0,8.780732298119087,0.0,0.0,4.432072565453779,31.45533137233153,0,180.0,180,225,225,225,180
442,13.16550596765284,0.0,2.5558062668653707,0.0,0.0,0.011370674595091279,17.663678518176592,49.51662036886214,5.79073200503008,9.330345184843258,33.889736905962856,46.76971221082175,44.32636474311724,28.063138965698744,2.0545336950240554,7.782735592563621,7.438728041721568,2.0072983166795266,43.74379206824393,25.3133090256394,1.148906496356785,0.0,48.10361066703387,28.10949186465137,30.88517814159664,2.5558062668653707,11.665845444231584,6.868892204861659,8.649766219187796,10.696576286858397,0.0,6.254737462131232,22.158208831896417,47.09320506383711,17.836629832811518,23.272245610761818,0.0,2.5558062668653707,15.820326942945501,2.5558062668653707,17.420921484176464,39.41238071241278,27.33538851537274,4.035857607129937,0.6193392936649703,0.0,12.12139574767964,5.712773626719366,0.0,19.142465585457206,23.450069915142734,60.53465161139663,0.0,0.0,0.003977251063565738,3.9204101414356387,6.408622120960278,0.0,31.567871021961707,0.0,0.003977251063565738,5.956503517519079,0.0,11.488814127843959,41.240085493839416,6.254737462131232,22.158208831896417,0.0,12.576795227721476,0.0,0.0,5.808395245469352,0.08318166609682828,34.30925604210079,1.1243308831995773,0.0,10.736896805457823,0.0,21.530206711719604,6.254737462131232,0.0,6.469810460680068,10.751510801633893,1,0.0,0_passive,0_passive,0_passive,0_passive,0_passive
263,5.008014916295872,0.0,0.0,0.0,0.0,0.0,40.97360456879486,37.77316931686222,3.732140713780915,6.2626300828731525,35.66578958703343,28.661264462665113,22.26321709999436,15.302611268351429,13.97244330412152,36.657857856220964,9.732606357377056,0.0,39.97491964391089,22.836178298215895,6.513153955892844,5.0119921673594385,36.47996540472638,27.586252564829284,43.25194408160703,2.5597835179289365,11.865045781502003,18.95709382076433,20.554996346878998,0.0,11.83428345080064,5.008014916295873,5.53231061032488,56.69035844109164,1.4375486584413864,40.1072640547467,0.0,6.313934719707987,5.5568862234820875,0.0,18.465189717124776,74.83984276583128,27.787596830526514,15.076539182227824,11.279308036062673,0.0,6.254737462131232,0.0,0.0,21.86270165021818,27.142018017628626,37.26718295150605,0.0,0.0,5.008014916295873,0.0,0.0,0.0,28.9446524743021,0.0,10.416495336796116,0.0,0.0,0.028552864220773532,6.890083779502686,5.008014916295873,5.53231061032488,0.0,0.047235378344529205,0.0,0.0,0.0,17.897436248804233,11.798418747051203,0.8003803291734797,0.011370674595091279,8.415920437639803,3.786663899923287,12.20258433756309,0.0,0.0,11.724495412200296,4.38606392954244,1,315.0,315_passive,315_passive,315_passive,315_passive,315_passive
21,3.2061185861684094,0.0,0.0,0.0,6.254737462131232,0.0,12.620319230722016,20.1681018637066,6.507101258288793,0.08857226626150205,37.01347980752972,36.67305134347152,64.20533624036882,14.201411513961178,0.2378230326115581,26.52837080664518,7.33234068062022,3.786663899923287,8.810543728996604,2.078595871202101,8.328821971480522,5.53231061032488,0.0,9.244699817887634,22.009834083734905,10.51511800141292,20.74450432268386,14.650167139264958,5.07509535151475,0.0,0.0,0.0,0.047235378344529205,40.117382384350975,27.006070176329946,2.1585569939210494,7.086610787497974,0.0,0.3655542480711614,0.0,14.219734318589238,2.058510946087621,19.840517404928672,8.211455107676713,1.9032990831934866,0.0,24.345272988568027,8.201103729712761,6.254737462131232,9.54025132083938,0.3655542480711615,65.81905727804984,0.0,0.0,0.1437754440262596,0.0,0.0,5.16426567653352,28.904113913335028,0.0,29.795035315559485,0.3655542480711615,1.1396788088582344,1.6125931456303235,6.339332477329169,0.0,0.047235378344529205,0.0,13.94157512512013,0.0,0.0,0.0,17.93698816843479,6.405239431687069,0.0245756131572078,0.0,0.0,0.0,4.595683035398201,0.0,0.0,35.21138938238257,34.09647721932538,0,45.0,45,45,45,0,45
