,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,passive,direction,Labels,Classification_US_l,Classification_US_nl,Classification_S_l,Classification_S_nl
792,3.786663899923287,1.489885131270739,0.0,39.09719548798575,2.5558062668653707,0.08459501519793632,4.671639244294703,1.128308134263143,20.133712840587325,0.0,0.0,2.0072983166795266,3.1569673598539936,8.966518178409517,6.493217136158214,0.015347925658657016,0.0,0.0,0.0,0.0,8.415920437639803,5.81926586028694,8.093977794505172,16.5385957492763,0.9321962174075313,5.311525579737505,9.54025132083938,1,180.0,180_passive,180_passive,180_passive,270,180_passive
320,0.0,0.5505977407697136,0.0,48.99325456984791,0.0,0.0,10.027400507186835,2.0112755677430925,12.018556221139796,0.0,0.0,0.8381486288222328,3.8112395130804955,2.5558062668653707,6.176682951847962,3.704712763222156,1.2561612767420427,0.08459501519793632,0.003977251063565738,0.0,0.5505977407697136,30.146866789235904,9.330940575129782,28.478335264512893,0.0,23.627656363702837,15.572624967565455,0,270.0,270,270,270,180,0
1001,0.0,6.2359434169303185,0.0,56.953850359737665,0.0,4.083804397297758,6.854137491750387,2.789652048413363,0.39012986122836923,2.0112755677430925,8.262035778810759,10.971726704505175,0.0,5.53231061032488,6.433197734117485,5.479256572385772,0.0,9.790033909243146,6.254737462131232,6.254737462131232,0.0,5.840172986954342,1.6371687587875314,5.890716976213317,0.0,8.565669370480014,10.195385797485248,1,90.0,90_passive,90,90_passive,90,90_passive
5,1.1243308831995773,0.047235378344529205,0.0,41.98753045566325,1.4898851312707386,0.3655542480711615,17.37314055477523,2.479286204206336,15.571282419184172,0.0,0.0,8.267700984642547,3.786663899923287,10.34100053655661,0.0,33.721552482375124,13.504761893245764,7.963801834198608,5.53231061032488,0.0,3.1609446109175594,0.1477526950898254,10.125996377252454,29.93898885306345,0.0,32.49117423445487,12.030991562890028,0,270.0,270,270,270,270,270
1168,5.008014916295872,0.0,0.0245756131572078,44.84259086743393,0.0,0.36953149913472716,5.712773626719365,4.4584810245518005,0.003977251063565738,2.571154192524028,0.0,5.7939622166028135,0.0,2.5558062668653707,0.0,4.3285336213981,11.913007035038161,0.0,5.03259052945308,0.0,0.0,3.786663899923287,4.083804397297758,12.502773603077742,2.0072983166795266,17.441410046591443,4.797104192036337,1,0.0,0_passive,0_passive,0_passive,0_passive,0_passive
960,0.3655542480711615,5.405629126253149,0.0,29.23183858109429,0.0,0.0,6.00373889586361,0.047235378344529205,0.011370674595091279,0.0,0.0,0.0,6.583248425072789,5.373569164367034,0.0,0.058606052939620484,7.348249213392067,0.047235378344529205,0.0,0.0,3.7075651006237074,5.330033987745153,8.083550744929568,19.774545983746687,0.04723537834452921,2.9874901873153026,6.3985129061574915,1,180.0,180_passive,270_passive,270_passive,180_passive,90_passive
1163,5.956503517519081,0.0,0.3655542480711615,26.930768578134646,5.942837170299968,0.0,21.254167040115526,0.3889919001693433,8.670805581667993,0.011370674595091279,0.0,0.0,6.486245610814916,0.0,0.0,8.498643437165338,0.011370674595091279,3.041524427400999,2.5558062668653707,0.0,0.0,7.637484839092422,3.4971834479502646,9.104083641891727,0.0,8.737084481507877,2.091893331877463,1,0.0,0_passive,90_passive,90_passive,90_passive,0_passive
523,2.5558062668653707,6.254737462131232,0.0,20.324930803394928,0.0,0.8003803291734797,14.02026899888733,13.71610370842255,0.1437754440262596,6.650876702315053,0.0,0.0,0.0245756131572078,2.0072983166795266,2.007298316679526,21.41291010516755,5.956503517519081,0.0,0.0,0.0,18.145455621368416,0.8003803291734797,6.972735097316821,31.51717277470658,22.676187672654816,44.175405104589174,20.34991273442618,0,180.0,180,180,180,180,180
322,1.5279981304323875,5.897864858396041,0.0,15.245517419679679,5.94283717029997,0.0245756131572078,6.13234579949545,9.959450225353388,0.8289331933942532,0.0,0.0,0.0,2.007298316679526,12.722556840668263,1.1243308831995773,10.870696539172387,3.1569673598539936,3.055996260864775,0.0,0.0,6.656641493524456,5.055250294640402,0.23384578154799238,15.904399336654835,0.015347925658657016,7.015313232975399,10.834831835422948,0,180.0,180,270_passive,270_passive,180,180_passive
616,0.0,0.0,0.0,12.369427304205404,0.0,0.0,1.6749286239692907,0.08459501519793632,1.1243308831995773,1.5792107598404825,0.0,0.0,0.0,0.0,0.0,0.8090191354749138,0.0,0.0,5.53231061032488,0.0,0.0,1.5319753814959531,0.0,0.0,0.0,3.786663899923287,0.07181099150173699,0,90.0,90,90_passive,90_passive,90,0_passive
